apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_year,date_month,age
ノア南麻布,69990000,東京,港,南麻布３,東京メトロ日比谷線,広尾,徒歩,13,59.89,2,1,1,1,0,3.36,1979,4,46
サンウッド赤坂フラッツ,69990000,東京,港,赤坂９,東京メトロ千代田線,赤坂,徒歩,6,35.94,1,1,1,1,0,2.76,1999,9,26
市谷左内坂ハイム,69990000,東京,新宿,市谷左内町,東京メトロ有楽町線,市ケ谷,徒歩,3,57.89,2,1,1,1,0,18.89,1972,9,53
サンサーラ第４御苑,69990000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,2,49.41,2,1,1,1,0,7.15,1985,7,40
ベルザ南麻布,69990000,東京,港,南麻布１,東京メトロ南北線,麻布十番,徒歩,7,34.69,1,1,1,1,0,5,1997,3,28
パークリュクス神田,70800000,東京,千代田,神田多町２,ＪＲ山手線,神田,徒歩,3,35.43,1,1,1,1,0,3.33,2021,9,4
プラウド本郷弓町,70800000,東京,文京,本郷１,都営三田線,水道橋,徒歩,4,40.32,1,1,1,1,0,4.92,2010,8,15
スタジオエアー白金,71800000,東京,港,白金３,東京メトロ南北線,白金高輪,徒歩,9,42.3,1,1,1,1,0,6.82,2004,4,21
ワコーレ初台ガーデン,71800000,東京,渋谷,本町２,京王新線,初台,徒歩,7,56.16,2,1,1,1,0,-,1983,12,42
ライオンズガーデン幡ヶ谷,71900000,東京,渋谷,幡ヶ谷３-55-1,京王新線,幡ヶ谷,徒歩,8,56.34,1,1,1,1,1,-,1995,8,30
デュオ・スカーラ笹塚,71990000,東京,渋谷,笹塚１,京王線,笹塚,徒歩,1,44.75,2,1,1,1,0,6.76,2002,2,23
サンクタス四谷・曙橋ルーセンシティ,72000000,東京,新宿,住吉町,都営新宿線,曙橋,徒歩,1,50.96,1,1,1,1,0,5.1,2005,9,20
アクサス東新宿アジールコート,72000000,東京,新宿,大久保１,東京メトロ副都心線,東新宿,徒歩,2,42.19,1,1,1,1,0,5.22,2014,5,11
代々木ニューハイツ,72800000,東京,渋谷,代々木２-41-2,京王新線,新宿,徒歩,9,58.42,1,1,1,1,0,6.25,1977,10,48
ＧＲＥＥＮ　ＰＡＲＫ　築地,72980000,東京,中央,築地７,東京メトロ日比谷線,築地,徒歩,6,40.51,1,1,1,1,0,5.48,2012,6,13
シヤンボール三田,72990000,東京,港,三田５,東京メトロ南北線,白金高輪,徒歩,8,48.02,2,1,1,1,0,7.74,1978,9,47
グランスイート文京小石川,73500000,東京,文京,白山２,都営三田線,春日,徒歩,11,56.14,2,1,1,1,0,5.88,2005,1,20
ラクシア品川ポルトチッタ,73800000,東京,港,港南３,ＪＲ山手線,品川,徒歩,15,50.52,1,1,1,1,0,21.22,2005,1,20
ルジェンテ早稲田,74710000,東京,新宿,早稲田鶴巻町,東京メトロ東西線,早稲田,徒歩,4,33.9,1,1,1,1,0,4.17,2023,12,2
飯田橋第一パークファミリア,74800000,東京,新宿,新小川町7-23,ＪＲ中央線,飯田橋,徒歩,10,63.37,2,1,1,1,0,7.35,1979,11,46
フローレンスパレス笹塚,74800000,東京,渋谷,笹塚２-21-2,京王線,笹塚,徒歩,4,51.3,2,1,1,1,0,6.48,1999,5,26
アピカ原宿,74800000,東京,渋谷,千駄ヶ谷３-12-19,東京メトロ副都心線,北参道,徒歩,3,39.78,1,1,1,1,0,2.43,1997,3,28
晴海テラス,74800000,東京,中央,晴海５-1-9,都営大江戸線,勝どき,徒歩,10,50.01,2,1,1,1,0,11.11,2009,3,16
フローレンスパレス笹塚,74800000,東京,渋谷,笹塚２-21-2,京王線,笹塚,徒歩,4,51.3,2,1,1,1,0,6.48,1999,5,26
サンクタス文京大塚アヴァンテラス,74800000,東京,文京,大塚６,東京メトロ丸ノ内線,新大塚,徒歩,4,58.15,1,1,1,1,0,6.86,2010,7,15
サンクタス文京大塚　アヴァンテラス,74800000,東京,文京,大塚６,東京メトロ丸ノ内線,新大塚,徒歩,4,58.15,1,1,1,1,0,6.86,2010,7,15
アスコットパーク日本橋浜町アルテ,74900000,東京,中央,日本橋浜町２-25-1,都営新宿線,浜町,徒歩,4,40.32,1,1,1,1,0,3.46,2008,2,17
朝日白山マンション,74990000,東京,文京,白山１,都営三田線,白山,徒歩,1,51.71,3,1,1,1,0,6.28,1985,5,40
ハイツ水天宮前,74990000,東京,中央,日本橋蛎殻町１,東京メトロ半蔵門線,水天宮前,徒歩,1,58.19,2,1,1,1,0,7.68,1980,3,45
白金武蔵野コーポラス,75000000,東京,港,白金４,東京メトロ南北線,白金台,徒歩,7,50.36,2,1,1,1,0,6.84,1970,11,55
グランドメゾン田町,76800000,東京,港,芝浦２-1-11,ＪＲ山手線,田町,徒歩,10,63.43,3,1,1,1,0,4.9,1983,1,42
ファミール南青山ブランカ,76800000,東京,港,南青山７-６－２,東京メトロ銀座線,表参道,徒歩,12,41.81,1,1,1,1,0,6.34,2003,3,22
ファミール南青山ブランカ,76800000,東京,港,南青山７,東京メトロ千代田線,表参道,徒歩,12,41.81,1,1,1,1,0,6.34,2003,3,22
麻布コーポラス,77000000,東京,港,南麻布５,東京メトロ日比谷線,広尾,徒歩,5,75.66,2,1,1,1,0,-,1959,11,66
ブランズ明石町,77700000,東京,中央,明石町,東京メトロ有楽町線,新富町,徒歩,6,40.11,1,1,1,1,0,5.18,2017,4,8
日神パレステージ西麻布,77800000,東京,港,西麻布４,東京メトロ日比谷線,六本木,徒歩,10,38.2,1,0,1,1,1,3.46,1996,3,29
ライオンズマンション後楽園,77800000,東京,文京,水道１,東京メトロ丸ノ内線,後楽園,徒歩,9,55.51,2,1,1,1,0,3.83,1996,8,29
ニュー信濃町ハイツ,77980000,東京,新宿,左門町,東京メトロ丸ノ内線,四谷三丁目,徒歩,4,72.31,3,1,1,1,0,5.22,1979,8,46
ランドステージ白山,77980000,東京,文京,白山１,都営大江戸線,春日,徒歩,7,55.24,1,1,1,1,1,6.14,2006,6,19
ガーデンホーム落合ヒルズ,78000000,東京,新宿,中落合２,西武新宿線,下落合,徒歩,4,66.62,3,1,1,1,0,8.73,1996,11,29
ルイマーブル乃木坂,79800000,東京,港,赤坂９,東京メトロ千代田線,乃木坂,徒歩,3,57.77,1,0,0,0,0,4.25,1978,6,47
フリーディオ西麻布,79800000,東京,港,西麻布４,東京メトロ日比谷線,広尾,徒歩,6,41.78,1,0,0,0,0,7.7,1999,11,26
フォルトゥナ日本橋,79800000,東京,中央,日本橋小舟町,東京メトロ銀座線,三越前,徒歩,7,45.17,1,1,1,1,0,5.33,2001,3,24
ランダム小石川B,79800000,東京,文京,春日２,東京メトロ丸ノ内線,茗荷谷,徒歩,9,65.22,2,1,1,1,0,6.2,1992,1,33
グランベル西早稲田プレシャス,79800000,東京,新宿,西早稲田２,東京メトロ東西線,早稲田,徒歩,6,67.86,2,1,1,1,0,20.09,2007,1,18
ニュー九段マンション,79980000,東京,千代田,九段南４,東京メトロ有楽町線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,1970,10,55
【ニュー九段マンション】内装リフォーム　３駅６路線利…,79980000,東京,千代田,九段南４,ＪＲ中央線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,1970,10,55
クリオ目白台壱番館,79990000,東京,文京,目白台２,東京メトロ副都心線,雑司が谷,徒歩,5,61.37,2,1,1,1,0,7.96,2004,1,21
ルモン広尾,79990000,東京,渋谷,広尾１,ＪＲ山手線,恵比寿,徒歩,3,46.98,2,1,1,1,0,3.36,1979,8,46
グローイン新宿御苑,79990000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,3,55.08,1,1,1,1,1,7.14,1985,12,40
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３,西武新宿線,下落合,徒歩,6,58.19,2,1,1,1,0,6.36,2012,2,13
グランシティ天王洲アイル,82100000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,11,53.91,2,1,1,1,0,8.36,1998,10,27
エンブレム下落合,82300000,東京,新宿,下落合４,西武新宿線,下落合,徒歩,6,81.09,2,1,1,1,0,12.15,1986,10,39
パークタワー晴海,82800000,東京,中央,晴海２,都営大江戸線,月島,徒歩,12,43.92,1,1,1,1,0,10.84,2019,5,6
ライオンズシティ九段,82800000,東京,千代田,九段南３,都営新宿線,市ケ谷,徒歩,5,41.62,1,1,1,1,0,5.37,1998,11,27
Ｂｒｉｌｌｉａ月島四丁目,82900000,東京,中央,月島４,東京メトロ有楽町線,月島,徒歩,3,38.36,1,1,1,1,0,6.15,2024,11,1
浜町グランドハイツ,82990000,東京,中央,日本橋中洲,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,1976,8,49
パークタワー西新宿エムズポート,83800000,東京,新宿,西新宿８,東京メトロ丸ノ内線,西新宿,徒歩,4,57.34,1,1,1,1,1,22.37,2013,9,12
虎ノ門ガーデン,84000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,3,68.04,1,1,1,1,1,9.07,1982,3,43
パストラルハイム面影橋,84800000,東京,新宿,西早稲田３,東京メトロ副都心線,西早稲田,徒歩,10,70.28,3,1,1,1,0,1,1992,6,33
CONOE一番町,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,3,31.26,1,1,1,1,0,3.36,2012,2,13
CONOE一番町,84800000,東京,千代田,一番町,東京メトロ有楽町線,麹町,徒歩,4,31.26,1,1,1,1,0,3.36,2012,2,13
晴海アイランドトリトンスクエアビュータワー１号棟,84800000,東京,中央,晴海１-6-1,東京メトロ有楽町線,月島,徒歩,7,55.27,1,1,1,1,1,7.97,1998,2,27
ザ・パークハウス晴海タワーズ ティアロレジデンス,84800000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,11,44.15,1,1,1,1,0,9.33,2016,3,9
藤和シティホームズ西早稲田,84990000,東京,新宿,西早稲田１-23-12,東京メトロ東西線,早稲田,徒歩,11,67.4,3,1,1,1,0,9,2000,2,25
浜町グランドハイツ,84990000,東京,中央,日本橋中洲1-5,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,1976,8,49
藤和シティホームズ西早稲田,84990000,東京,新宿,西早稲田１,東京メトロ東西線,早稲田,徒歩,11,67.4,3,1,1,1,0,9,2000,2,25
ピアース渋谷ＷＥＳＴ,85500000,東京,渋谷,神泉町,京王井の頭線,神泉,徒歩,5,40.54,1,1,1,1,1,8,2020,11,5
サンクタス築地,86800000,東京,中央,築地７-13-7,東京メトロ日比谷線,築地,徒歩,8,44.24,1,1,1,1,0,4.86,2000,2,25
シャルムコート東日本橋,86900000,東京,中央,東日本橋２,都営浅草線,東日本橋,徒歩,1,50.15,3,0,0,1,0,2.55,2004,6,21
ルーブル白金,86990000,東京,港,白金３,東京メトロ南北線,白金高輪,徒歩,9,48.47,2,0,1,1,0,6.05,1991,10,34
日本橋三越駅前アムフラット壱番館,88800000,東京,中央,日本橋小舟町8-14,東京メトロ日比谷線,人形町,徒歩,4,51.3,1,1,1,1,0,2.94,2005,1,20
『スカーラ神宮前』 最上階　　渋谷/表参道/北参道/…,88800000,東京,渋谷,神宮前５,東京メトロ銀座線,表参道,徒歩,8,39.94,1,0,0,1,0,2.31,1992,8,33
日本橋三越前アムフラット壱番館,88800000,東京,中央,日本橋小舟町,東京メトロ日比谷線,人形町,徒歩,4,51.3,1,1,1,1,0,2.94,2005,2,20
サンクタスデュオ下落合コートB,88800000,東京,新宿,上落合１,西武新宿線,下落合,徒歩,4,70.21,3,1,1,1,0,15.01,1998,9,27
日本橋三越前アムフラット壱番館,88800000,東京,中央,日本橋小舟町,都営浅草線,人形町,徒歩,4,51.3,1,1,1,1,0,2.94,2005,1,20
【WALLMATE限定物件】日興初台スカイマンション…,88800000,東京,渋谷,本町１,京王新線,初台,徒歩,6,78.02,2,1,1,1,0,12.13,1980,1,45
菱和パレス西麻布,89000000,東京,港,西麻布４,東京メトロ日比谷線,広尾,徒歩,8,60.0,1,1,1,1,1,-,1999,4,26
ビクトリアハイム市ヶ谷,89800000,東京,新宿,住吉町,都営新宿線,曙橋,徒歩,2,61.4,3,1,1,1,0,14,1997,8,28
グレースプラザ若松町,89800000,東京,新宿,若松町,都営大江戸線,若松河田,徒歩,3,83.47,3,1,1,1,0,4.64,1984,12,41
パークホームズ渋谷松濤,89800000,東京,渋谷,松濤２,京王井の頭線,神泉,徒歩,9,39.82,1,1,1,1,0,4.42,2023,6,2
ザ・パークハウス西新宿タワー60,89800000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,43.08,1,0,0,0,0,13.32,2017,8,8
日本橋三越駅前アムフラット壱番館,89800000,東京,中央,日本橋小舟町,東京メトロ日比谷線,人形町,徒歩,5,51.3,1,1,1,1,0,2.94,2005,1,20
ジェイシティ幡ヶ谷,89800000,東京,渋谷,本町５,京王新線,幡ヶ谷,徒歩,8,63.21,2,1,1,1,0,4.95,2000,3,25
レゾン アレグレ,89800000,東京,中央,湊３,東京メトロ有楽町線,新富町,徒歩,4,54.11,2,1,1,1,0,5.1,2005,6,20
ルフォン文京本駒込,89800000,東京,文京,本駒込５,ＪＲ山手線,駒込,徒歩,8,56.49,2,1,1,1,0,11.97,2015,2,10
スパジオ日本橋水天宮,89980000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,3,55.82,2,1,1,1,0,9,2000,8,25
フォルム南麻布,89990000,東京,港,南麻布２,東京メトロ南北線,麻布十番,徒歩,9,44.77,2,1,1,1,0,9.5,1998,7,27
ソフトタウン晴海,89990000,東京,中央,晴海２-5-16,都営大江戸線,勝どき,徒歩,9,65.33,3,1,1,1,0,7.8,1983,8,42
パークホームズ六本木乃木坂アーバンレジデンス,90000000,東京,港,六本木７-1-14,東京メトロ千代田線,乃木坂,徒歩,2,45.85,1,1,1,1,0,-,2006,2,19
パークホームズ六本木乃木坂アーバンレジデンス,90000000,東京,港,六本木７,東京メトロ千代田線,乃木坂,徒歩,2,45.85,1,1,1,1,0,5,2006,2,19
ドマーニ人形町,90000000,東京,中央,日本橋大伝馬町,東京メトロ日比谷線,小伝馬町,徒歩,4,56.98,2,1,1,1,0,3.05,2003,10,22
ピアース四谷,90800000,東京,新宿,富久町,都営新宿線,曙橋,徒歩,4,50.25,2,1,1,1,0,3.64,2004,10,21
オープンレジデンシア本郷,90800000,東京,文京,本郷６-6-6,都営三田線,春日,徒歩,6,68.26,2,1,1,1,0,4.06,2013,4,12
パークタワー渋谷本町,90800000,東京,渋谷,本町３,都営大江戸線,西新宿五丁目,徒歩,6,40.63,1,1,1,1,0,10.62,2013,9,12
センチュリーパークタワー,91800000,東京,中央,佃２-1－1,東京メトロ有楽町線,月島,徒歩,10,50.05,1,1,1,1,0,8.55,1999,1,26
ワールドシティタワーズ　アクアタワー,91800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,50.07,1,1,1,1,0,10.08,2005,10,20
ルーブル笹塚,91800000,東京,渋谷,笹塚３,京王線,笹塚,徒歩,12,78.92,3,1,1,1,0,12.76,1997,10,28
フェイム芝浦インターウェーブ,92800000,東京,港,芝浦１,ＪＲ山手線,田町,徒歩,9,55.0,1,1,1,1,0,12.83,2001,5,24
秀和小日向レジデンス,92800000,東京,文京,小日向２,東京メトロ丸ノ内線,茗荷谷,徒歩,10,93.82,3,1,1,1,0,13.66,1978,4,47
グランスイート文京本駒込,92800000,東京,文京,本駒込４,ＪＲ山手線,駒込,徒歩,10,69.39,2,1,1,1,0,9.24,2005,2,20
ザ・レジデンス四谷アベニュー,92800000,東京,新宿,四谷１,ＪＲ総武線,四ツ谷,徒歩,3,34.23,1,0,0,0,0,-,2020,1,5
パークサイド小石川植物園,92800000,東京,文京,大塚３-33-5,東京メトロ丸ノ内線,茗荷谷,徒歩,7,60.95,3,1,1,1,0,4.06,2000,2,25
シティタワー高輪,92900000,東京,港,高輪１,東京メトロ南北線,白金高輪,徒歩,6,40.03,1,1,1,1,0,9.06,2004,1,21
シティタワー高輪,92900000,東京,港,高輪１,都営三田線,白金高輪,徒歩,6,40.03,1,1,1,1,0,9.06,2004,1,21
ＡＸＡＳＸＥＢＥＣ秋葉原,92990000,東京,千代田,岩本町２,ＪＲ山手線,神田,徒歩,7,51.2,2,1,1,1,0,4.8,2008,6,17
メゾンヴェール幡ヶ谷,93500000,東京,渋谷,本町１,京王新線,幡ヶ谷,徒歩,5,58.02,1,1,1,1,0,3.25,2004,3,21
フィールA渋谷,93800000,東京,渋谷,円山町,ＪＲ山手線,渋谷,徒歩,7,50.91,1,1,1,1,0,3.72,2004,2,21
オープンレジデンシア目白ａｖｅｎｕｅ,94000000,東京,新宿,下落合３,ＪＲ山手線,目白,徒歩,4,68.07,3,1,1,1,0,-,2017,8,8
オープンレジデンシア麻布六本木,94800000,東京,港,六本木３,東京メトロ南北線,六本木一丁目,徒歩,5,35.0,1,1,1,1,0,5.71,2018,7,7
高輪アビタシオン,94800000,東京,港,高輪４,ＪＲ山手線,品川,徒歩,8,75.14,2,1,1,1,0,4.56,1964,9,61
オープンレジデンシア小石川ヒルズ,94800000,東京,文京,小石川５-27-2,東京メトロ丸ノ内線,茗荷谷,徒歩,7,56.41,2,1,1,1,0,8.45,2023,8,2
オープンレジデンシア麻布六本木,94800000,東京,港,六本木３,東京メトロ南北線,六本木一丁目,徒歩,5,35.0,1,1,1,1,0,5.71,2018,7,7
藤和八丁堀コープ,94800000,東京,中央,湊１,東京メトロ日比谷線,八丁堀,徒歩,3,90.45,3,1,1,1,1,5.4,1978,7,47
エルステージ月島アトラージュ,94900000,東京,中央,月島４,東京メトロ有楽町線,月島,徒歩,2,54.08,1,1,1,1,1,6.61,2003,2,22
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３-4-14,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
ヴィルヌーブ千駄木,95800000,東京,文京,千駄木４,東京メトロ千代田線,千駄木,徒歩,10,83.78,1,1,1,1,1,6.76,1992,2,33
スカイライトタワー,95980000,東京,中央,佃１,東京メトロ有楽町線,月島,徒歩,8,59.41,2,1,1,1,0,9.39,1993,2,32
ザ・パークハウス西新宿タワー６０,96300000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,49.11,1,0,0,0,0,-,2017,8,8
藤和シティスクエア三田ノースウィング,96800000,東京,港,三田２,都営三田線,三田,徒歩,8,51.55,1,1,1,1,1,3.52,1996,3,29
勝どきザ・タワー,98000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,7,48.23,1,1,1,1,0,9.87,2017,1,8
シティタワー品川,98000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
パークハイム三田,98000000,東京,港,三田２,東京メトロ南北線,麻布十番,徒歩,9,63.73,2,1,1,1,0,3,1981,10,44
勝どきザ・タワー,98800000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,49.95,1,1,1,1,0,5.39,2016,11,9
ザ・パークハウス西新宿タワー60,99000000,東京,新宿,西新宿５,東京メトロ丸ノ内線,西新宿,徒歩,9,47.48,1,1,1,1,0,7.17,2017,6,8
ワールドシティタワーズ キャピタルタワー,99800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,13,60.7,1,1,1,1,0,5.6,2006,10,19
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,-,2004,3,21
ファミール銀座イースト,99800000,東京,中央,築地２-4-6,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,-,2004,3,21
コスモ千駄木,99800000,東京,文京,千駄木３,東京メトロ千代田線,千駄木,徒歩,1,66.0,2,1,1,1,1,9.9,1996,2,29
ガーラ・レジデンス本郷三丁目,99800000,東京,文京,本郷３,東京メトロ丸ノ内線,本郷三丁目,徒歩,6,55.67,2,1,1,1,0,5.46,2015,2,10
ＳＹＦＯＲＭＥ高田馬場ＩＩ,99800000,東京,新宿,下落合１-3-19,ＪＲ山手線,高田馬場,徒歩,3,40.37,2,1,1,1,0,-,2024,12,1
東新宿レジデンシャルタワー,99800000,東京,新宿,歌舞伎町２-4-14,都営大江戸線,東新宿,徒歩,1,62.04,2,1,1,1,0,4.8,2001,2,24
グランシティ日本橋人形町,99800000,東京,中央,日本橋人形町３,東京メトロ日比谷線,人形町,徒歩,4,55.06,2,1,1,1,0,-,2002,6,23
ソルシェ月島,99800000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,1,63.88,1,1,1,1,1,-,1997,11,28
コンシェリア西新宿,99800000,東京,新宿,西新宿６,都営大江戸線,西新宿五丁目,徒歩,6,55.16,1,1,1,1,0,9.27,2008,1,17
シティテラス代々木公園,99990000,東京,渋谷,代々木５,小田急線,代々木八幡,徒歩,7,42.12,1,1,1,1,0,9.45,2014,1,11
日本橋アビタシオン,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,3,70.93,3,1,1,1,0,21.34,1983,9,42
ニューハイツ新神楽坂,100000000,東京,新宿,新小川町,東京メトロ東西線,飯田橋,徒歩,6,58.72,2,1,1,1,0,6.16,1996,3,29
